name,train_mrr,val_mrr,mrr,hit@1,val_hit@1,recall@10,val_recall@10,ndcg@5
"clean:dense+expand_sel[k30,sym,h2,a0.2]",0.5761,0.4264,0.5162,0.4,0.3125,0.75,0.625,0.4783
"clean:dense+expand_sel[k30,sym,h2,a0.3]",0.5396,0.3638,0.4693,0.325,0.1875,0.725,0.625,0.4597
"clean:dense+expand_sel[k30,sym,h2,a0.5]",0.4524,0.2986,0.3909,0.225,0.125,0.7,0.5625,0.4148
"clean:dense+expand_sel[k30,sym,h2,a0.8]",0.3929,0.2465,0.3344,0.2,0.125,0.65,0.5,0.3541
"clean:dense+expand_sel[k30,sym,h2,a1.2]",0.3525,0.19,0.2875,0.175,0.0625,0.575,0.5,0.3067
"clean:dense+expand_sel[k30,sym,h2,a2.0]",0.3205,0.1701,0.2604,0.15,0.0625,0.55,0.5,0.2762
"clean:dense+expand_sel[k100,sum,h1,a0.02]",0.5109,0.414,0.4722,0.35,0.3125,0.725,0.625,0.4309
"clean:dense+expand_sel[k100,sum,h1,a0.05]",0.536,0.3863,0.4761,0.35,0.25,0.75,0.625,0.424
"clean:dense+expand_sel[k100,sum,h1,a0.1]",0.4984,0.3552,0.4411,0.275,0.1875,0.775,0.6875,0.4232
"clean:dense+expand_sel[k100,sum,h1,a0.2]",0.4768,0.3537,0.4276,0.275,0.1875,0.75,0.6875,0.4056
"clean:dense+expand_sel[k100,sum,h1,a0.3]",0.424,0.3762,0.4049,0.25,0.25,0.775,0.6875,0.4077
"clean:dense+expand_sel[k100,sum,h1,a0.5]",0.2989,0.2435,0.2767,0.1,0.0625,0.65,0.6875,0.285
"clean:dense+expand_sel[k100,sum,h1,a0.8]",0.2378,0.2061,0.2251,0.1,0.0625,0.5,0.375,0.2295
"clean:dense+expand_sel[k100,sum,h1,a1.2]",0.2218,0.1855,0.2073,0.1,0.0625,0.45,0.3125,0.2123
"clean:dense+expand_sel[k100,sum,h1,a2.0]",0.1663,0.1446,0.1576,0.025,0.0,0.425,0.3125,0.1823
"clean:dense+expand_sel[k100,sum,h2,a0.02]",0.5036,0.4144,0.4679,0.35,0.3125,0.725,0.625,0.4288
"clean:dense+expand_sel[k100,sum,h2,a0.05]",0.5123,0.4167,0.474,0.35,0.3125,0.8,0.75,0.4227
"clean:dense+expand_sel[k100,sum,h2,a0.1]",0.5139,0.4184,0.4757,0.35,0.3125,0.8,0.75,0.425
"clean:dense+expand_sel[k100,sum,h2,a0.2]",0.4636,0.3718,0.4269,0.3,0.25,0.775,0.6875,0.383
"clean:dense+expand_sel[k100,sum,h2,a0.3]",0.3889,0.3329,0.3665,0.2,0.1875,0.725,0.6875,0.3605
"clean:dense+expand_sel[k100,sum,h2,a0.5]",0.3118,0.2409,0.2835,0.1,0.0625,0.675,0.6875,0.2908
"clean:dense+expand_sel[k100,sum,h2,a0.8]",0.2166,0.1936,0.2074,0.05,0.0625,0.575,0.625,0.2179
"clean:dense+expand_sel[k100,sum,h2,a1.2]",0.1809,0.1622,0.1734,0.05,0.0625,0.425,0.375,0.1729
"clean:dense+expand_sel[k100,sum,h2,a2.0]",0.1524,0.1427,0.1485,0.05,0.0625,0.4,0.375,0.1616
"clean:dense+expand_sel[k100,mean,h1,a0.02]",0.4837,0.381,0.4426,0.3,0.25,0.7,0.625,0.4201
"clean:dense+expand_sel[k100,mean,h1,a0.05]",0.4965,0.3819,0.4507,0.3,0.25,0.675,0.625,0.4218
"clean:dense+expand_sel[k100,mean,h1,a0.1]",0.4969,0.3843,0.4518,0.325,0.25,0.675,0.625,0.4241
"clean:dense+expand_sel[k100,mean,h1,a0.2]",0.454,0.302,0.3932,0.275,0.1875,0.65,0.625,0.3815
"clean:dense+expand_sel[k100,mean,h1,a0.3]",0.461,0.2455,0.3748,0.275,0.125,0.625,0.625,0.3434
"clean:dense+expand_sel[k100,mean,h1,a0.5]",0.3231,0.1197,0.2417,0.125,0.0625,0.5,0.375,0.2203
"clean:dense+expand_sel[k100,mean,h1,a0.8]",0.2157,0.0848,0.1634,0.1,0.0625,0.3,0.125,0.1399
"clean:dense+expand_sel[k100,mean,h1,a1.2]",0.1138,0.0731,0.0976,0.075,0.0625,0.15,0.125,0.0788
"clean:dense+expand_sel[k100,mean,h1,a2.0]",0.0944,0.0665,0.0832,0.075,0.0625,0.075,0.0625,0.0763
"clean:dense+expand_sel[k100,mean,h2,a0.02]",0.5044,0.4122,0.4675,0.35,0.3125,0.675,0.625,0.4301
"clean:dense+expand_sel[k100,mean,h2,a0.05]",0.4923,0.3814,0.4479,0.3,0.25,0.675,0.625,0.4269
"clean:dense+expand_sel[k100,mean,h2,a0.1]",0.5077,0.3799,0.4566,0.325,0.25,0.675,0.625,0.4328
"clean:dense+expand_sel[k100,mean,h2,a0.2]",0.449,0.306,0.3918,0.25,0.1875,0.7,0.625,0.3833
"clean:dense+expand_sel[k100,mean,h2,a0.3]",0.4204,0.257,0.355,0.225,0.125,0.65,0.625,0.3379
"clean:dense+expand_sel[k100,mean,h2,a0.5]",0.3874,0.1464,0.291,0.2,0.0625,0.55,0.5,0.2449
"clean:dense+expand_sel[k100,mean,h2,a0.8]",0.2581,0.1044,0.1966,0.1,0.0625,0.375,0.1875,0.1695
"clean:dense+expand_sel[k100,mean,h2,a1.2]",0.1448,0.0862,0.1214,0.05,0.0625,0.3,0.125,0.1062
"clean:dense+expand_sel[k100,mean,h2,a2.0]",0.0576,0.0725,0.0636,0.025,0.0625,0.175,0.0625,0.056
"clean:dense+expand_sel[k100,sym,h1,a0.02]",0.5091,0.3846,0.4593,0.325,0.25,0.725,0.625,0.4327
"clean:dense+expand_sel[k100,sym,h1,a0.05]",0.5194,0.3933,0.4689,0.325,0.25,0.725,0.625,0.4451
"clean:dense+expand_sel[k100,sym,h1,a0.1]",0.5291,0.3904,0.4736,0.325,0.25,0.725,0.625,0.4482
"clean:dense+expand_sel[k100,sym,h1,a0.2]",0.5472,0.3976,0.4874,0.35,0.25,0.725,0.6875,0.4776
"clean:dense+expand_sel[k100,sym,h1,a0.3]",0.4987,0.4305,0.4714,0.35,0.3125,0.725,0.625,0.4669
"clean:dense+expand_sel[k100,sym,h1,a0.5]",0.4125,0.3234,0.3769,0.25,0.1875,0.65,0.5625,0.3931
"clean:dense+expand_sel[k100,sym,h1,a0.8]",0.2776,0.2306,0.2588,0.1,0.0625,0.575,0.5,0.3063
"clean:dense+expand_sel[k100,sym,h1,a1.2]",0.2415,0.1853,0.219,0.1,0.0625,0.475,0.4375,0.2412
"clean:dense+expand_sel[k100,sym,h1,a2.0]",0.19,0.1262,0.1645,0.075,0.0625,0.4,0.375,0.1913
"clean:dense+expand_sel[k100,sym,h2,a0.02]",0.5052,0.3849,0.4571,0.325,0.25,0.725,0.625,0.4314
"clean:dense+expand_sel[k100,sym,h2,a0.05]",0.5184,0.3929,0.4682,0.325,0.25,0.725,0.625,0.4424
"clean:dense+expand_sel[k100,sym,h2,a0.1]",0.5233,0.3594,0.4577,0.3,0.1875,0.725,0.625,0.4474
"clean:dense+expand_sel[k100,sym,h2,a0.2]",0.5327,0.3962,0.4781,0.325,0.25,0.725,0.625,0.4649
"clean:dense+expand_sel[k100,sym,h2,a0.3]",0.4741,0.4195,0.4523,0.325,0.3125,0.75,0.625,0.4453
"clean:dense+expand_sel[k100,sym,h2,a0.5]",0.4371,0.319,0.3898,0.25,0.1875,0.7,0.625,0.4035
"clean:dense+expand_sel[k100,sym,h2,a0.8]",0.318,0.245,0.2888,0.15,0.125,0.6,0.5,0.3367
"clean:dense+expand_sel[k100,sym,h2,a1.2]",0.2556,0.2332,0.2466,0.125,0.125,0.525,0.4375,0.2876
"clean:dense+expand_sel[k100,sym,h2,a2.0]",0.2177,0.2079,0.2138,0.1,0.125,0.475,0.375,0.2473
"clean:dense+ppr[k10,b0.5,a0.02]",0.5026,0.4136,0.467,0.35,0.3125,0.7,0.625,0.4288
"clean:dense+ppr[k10,b0.5,a0.05]",0.5033,0.3846,0.4558,0.325,0.25,0.7,0.625,0.4314
"clean:dense+ppr[k10,b0.5,a0.1]",0.5023,0.3878,0.4565,0.325,0.25,0.7,0.625,0.4252
"clean:dense+ppr[k10,b0.5,a0.2]",0.501,0.3907,0.4569,0.325,0.25,0.7,0.625,0.4187
"clean:dense+ppr[k10,b0.5,a0.3]",0.501,0.3702,0.4487,0.3,0.1875,0.7,0.625,0.4111
"clean:dense+ppr[k10,b0.5,a0.5]",0.4794,0.3698,0.4355,0.275,0.1875,0.7,0.625,0.4041
"clean:dense+ppr[k10,b0.5,a0.8]",0.4558,0.3698,0.4214,0.25,0.1875,0.7,0.625,0.3856
"clean:dense+ppr[k10,b0.5,a1.2]",0.4519,0.3367,0.4058,0.225,0.125,0.7,0.625,0.3768
"clean:dense+ppr[k10,b0.5,a2.0]",0.4298,0.3465,0.3965,0.2,0.125,0.7,0.625,0.375
"clean:dense+ppr[k10,b0.85,a0.02]",0.5018,0.4138,0.4666,0.35,0.3125,0.7,0.625,0.4214
"clean:dense+ppr[k10,b0.85,a0.05]",0.5024,0.3837,0.4549,0.325,0.25,0.7,0.625,0.4081
"clean:dense+ppr[k10,b0.85,a0.1]",0.5017,0.3898,0.457,0.325,0.25,0.7,0.625,0.4002
"clean:dense+ppr[k10,b0.85,a0.2]",0.483,0.3673,0.4367,0.275,0.1875,0.7,0.625,0.3937
"clean:dense+ppr[k10,b0.85,a0.3]",0.4653,0.3657,0.4255,0.25,0.1875,0.7,0.625,0.381
"clean:dense+ppr[k10,b0.85,a0.5]",0.4353,0.3234,0.3905,0.2,0.125,0.7,0.625,0.3733
"clean:dense+ppr[k10,b0.85,a0.8]",0.3968,0.3273,0.369,0.2,0.1875,0.7,0.625,0.3552
"clean:dense+ppr[k10,b0.85,a1.2]",0.3895,0.2923,0.3506,0.175,0.125,0.7,0.625,0.342
"clean:dense+ppr[k10,b0.85,a2.0]",0.3812,0.2899,0.3446,0.175,0.125,0.7,0.625,0.343
"clean:dense+ppr[k30,b0.5,a0.02]",0.5026,0.4136,0.467,0.35,0.3125,0.7,0.625,0.4288
"clean:dense+ppr[k30,b0.5,a0.05]",0.5055,0.3876,0.4583,0.325,0.25,0.725,0.625,0.4325
"clean:dense+ppr[k30,b0.5,a0.1]",0.4921,0.3877,0.4504,0.3,0.25,0.725,0.625,0.4315
"clean:dense+ppr[k30,b0.5,a0.2]",0.5162,0.359,0.4533,0.3,0.1875,0.725,0.625,0.4329
"clean:dense+ppr[k30,b0.5,a0.3]",0.51,0.3676,0.453,0.3,0.1875,0.725,0.625,0.4379
"clean:dense+ppr[k30,b0.5,a0.5]",0.4687,0.4,0.4412,0.275,0.25,0.75,0.625,0.4252
"clean:dense+ppr[k30,b0.5,a0.8]",0.4707,0.4292,0.4541,0.3,0.3125,0.75,0.625,0.4399
"clean:dense+ppr[k30,b0.5,a1.2]",0.4599,0.4324,0.4489,0.3,0.3125,0.7,0.5625,0.4547
"clean:dense+ppr[k30,b0.5,a2.0]",0.4511,0.3703,0.4188,0.275,0.25,0.7,0.5625,0.4387
"clean:dense+ppr[k30,b0.85,a0.02]",0.5036,0.4137,0.4676,0.35,0.3125,0.7,0.625,0.4288
"clean:dense+ppr[k30,b0.85,a0.05]",0.5131,0.3877,0.4629,0.325,0.25,0.725,0.625,0.435
"clean:dense+ppr[k30,b0.85,a0.1]",0.4933,0.357,0.4388,0.275,0.1875,0.725,0.625,0.4084
"clean:dense+ppr[k30,b0.85,a0.2]",0.4964,0.3969,0.4566,0.3,0.25,0.775,0.625,0.4139
"clean:dense+ppr[k30,b0.85,a0.3]",0.475,0.3963,0.4436,0.275,0.25,0.775,0.6875,0.4185
"clean:dense+ppr[k30,b0.85,a0.5]",0.4236,0.3061,0.3766,0.2,0.1875,0.725,0.5625,0.3942
"clean:dense+ppr[k30,b0.85,a0.8]",0.3423,0.2537,0.3068,0.1,0.125,0.7,0.5625,0.3406
"clean:dense+ppr[k30,b0.85,a1.2]",0.2911,0.249,0.2742,0.075,0.125,0.675,0.625,0.3183
"clean:dense+ppr[k30,b0.85,a2.0]",0.2714,0.2378,0.258,0.075,0.125,0.65,0.5625,0.3028
"clean:dense+prior[r0.0,d0.05]",0.5342,0.4135,0.4859,0.375,0.3125,0.7,0.625,0.4396
"clean:dense+prior[r0.0,d0.1]",0.5413,0.4135,0.4902,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.0,d0.2]",0.5414,0.4135,0.4903,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.0,d0.3]",0.5414,0.4135,0.4903,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.0,d0.5]",0.5414,0.4135,0.4903,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.05,d0.0]",0.503,0.4147,0.4677,0.35,0.3125,0.7,0.625,0.4288
"clean:dense+prior[r0.05,d0.05]",0.5355,0.4151,0.4873,0.375,0.3125,0.7,0.625,0.4396
"clean:dense+prior[r0.05,d0.1]",0.5426,0.4151,0.4916,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.05,d0.2]",0.5426,0.4151,0.4916,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.05,d0.3]",0.5426,0.4151,0.4916,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.05,d0.5]",0.5426,0.4151,0.4916,0.375,0.3125,0.7,0.625,0.4421
"clean:dense+prior[r0.1,d0.0]",0.5034,0.4149,0.468,0.35,0.3125,0.725,0.625,0.4288
"clean:dense+prior[r0.1,d0.05]",0.536,0.4165,0.4882,0.375,0.3125,0.725,0.625,0.4396
"clean:dense+prior[r0.1,d0.1]",0.543,0.4167,0.4925,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.1,d0.2]",0.543,0.4168,0.4925,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.1,d0.3]",0.543,0.4168,0.4925,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.1,d0.5]",0.543,0.4168,0.4925,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.2,d0.0]",0.5035,0.4149,0.4681,0.35,0.3125,0.725,0.625,0.4288
"clean:dense+prior[r0.2,d0.05]",0.536,0.4165,0.4882,0.375,0.3125,0.725,0.625,0.4396
"clean:dense+prior[r0.2,d0.1]",0.543,0.4168,0.4925,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.2,d0.2]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.2,d0.3]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.2,d0.5]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.3,d0.0]",0.5035,0.4149,0.4681,0.35,0.3125,0.725,0.625,0.4288
"clean:dense+prior[r0.3,d0.05]",0.536,0.4165,0.4882,0.375,0.3125,0.725,0.625,0.4396
"clean:dense+prior[r0.3,d0.1]",0.543,0.4168,0.4925,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.3,d0.2]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.3,d0.3]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.3,d0.5]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.5,d0.0]",0.5035,0.4149,0.4681,0.35,0.3125,0.725,0.625,0.4288
"clean:dense+prior[r0.5,d0.05]",0.536,0.4165,0.4882,0.375,0.3125,0.725,0.625,0.4396
"clean:dense+prior[r0.5,d0.1]",0.543,0.4168,0.4925,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.5,d0.2]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.5,d0.3]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:dense+prior[r0.5,d0.5]",0.543,0.4169,0.4926,0.375,0.3125,0.725,0.625,0.4421
"clean:rrf+expand[k10,sum,h1,a0.02]",0.5059,0.3908,0.4599,0.35,0.3125,0.75,0.75,0.3769
"clean:rrf+expand[k10,sum,h1,a0.05]",0.5317,0.3916,0.4757,0.375,0.3125,0.75,0.75,0.3915
"clean:rrf+expand[k10,sum,h1,a0.1]",0.5301,0.4047,0.48,0.375,0.3125,0.775,0.75,0.4
"clean:rrf+expand[k10,sum,h1,a0.2]",0.5355,0.3491,0.4609,0.325,0.1875,0.775,0.75,0.4104
"clean:rrf+expand[k10,sum,h1,a0.3]",0.5038,0.3789,0.4538,0.325,0.25,0.775,0.75,0.409
"clean:rrf+expand[k10,sum,h1,a0.5]",0.5199,0.3794,0.4637,0.35,0.25,0.75,0.6875,0.4538
"clean:rrf+expand[k10,sum,h1,a0.8]",0.4882,0.3552,0.435,0.3,0.1875,0.725,0.6875,0.4507
"clean:rrf+expand[k10,sum,h1,a1.2]",0.4236,0.339,0.3897,0.25,0.1875,0.675,0.625,0.4083
"clean:rrf+expand[k10,sum,h1,a2.0]",0.2924,0.3037,0.2969,0.15,0.1875,0.55,0.5,0.3222
"clean:rrf+expand[k10,sum,h2,a0.02]",0.4892,0.4012,0.454,0.325,0.3125,0.75,0.75,0.3715
"clean:rrf+expand[k10,sum,h2,a0.05]",0.5195,0.4044,0.4735,0.35,0.3125,0.75,0.75,0.394
"clean:rrf+expand[k10,sum,h2,a0.1]",0.4998,0.3711,0.4483,0.3,0.25,0.75,0.75,0.3872
"clean:rrf+expand[k10,sum,h2,a0.2]",0.5561,0.3765,0.4842,0.35,0.25,0.75,0.75,0.41
"clean:rrf+expand[k10,sum,h2,a0.3]",0.5397,0.3822,0.4767,0.325,0.25,0.775,0.75,0.404
"clean:rrf+expand[k10,sum,h2,a0.5]",0.5771,0.3636,0.4917,0.375,0.25,0.8,0.75,0.4382
"clean:rrf+expand[k10,sum,h2,a0.8]",0.5163,0.3483,0.4491,0.3,0.1875,0.775,0.75,0.4322
"clean:rrf+expand[k10,sum,h2,a1.2]",0.4844,0.3394,0.4264,0.275,0.1875,0.8,0.75,0.4391
"clean:rrf+expand[k10,sum,h2,a2.0]",0.4542,0.3578,0.4157,0.25,0.1875,0.8,0.75,0.423
"clean:rrf+expand[k10,mean,h1,a0.02]",0.4776,0.3685,0.434,0.3,0.25,0.75,0.75,0.3621
"clean:rrf+expand[k10,mean,h1,a0.05]",0.4581,0.3693,0.4225,0.275,0.25,0.75,0.75,0.3573
"clean:rrf+expand[k10,mean,h1,a0.1]",0.4538,0.3695,0.4201,0.275,0.25,0.75,0.75,0.3695
"clean:rrf+expand[k10,mean,h1,a0.2]",0.436,0.3518,0.4023,0.275,0.25,0.775,0.75,0.3618
"clean:rrf+expand[k10,mean,h1,a0.3]",0.384,0.3489,0.3699,0.225,0.25,0.75,0.6875,0.3458
"clean:rrf+expand[k10,mean,h1,a0.5]",0.3555,0.3585,0.3567,0.2,0.25,0.675,0.5625,0.3354
"clean:rrf+expand[k10,mean,h1,a0.8]",0.3191,0.2885,0.3069,0.175,0.1875,0.675,0.5625,0.2828
"clean:rrf+expand[k10,mean,h1,a1.2]",0.26,0.2044,0.2378,0.075,0.0625,0.6,0.5625,0.2163
"clean:rrf+expand[k10,mean,h1,a2.0]",0.1827,0.1637,0.1751,0.05,0.0625,0.5,0.4375,0.1579
"clean:rrf+expand[k10,mean,h2,a0.02]",0.4738,0.3884,0.4397,0.325,0.3125,0.75,0.75,0.375
"clean:rrf+expand[k10,mean,h2,a0.05]",0.4617,0.3899,0.433,0.3,0.3125,0.75,0.75,0.37
"clean:rrf+expand[k10,mean,h2,a0.1]",0.454,0.4016,0.4331,0.3,0.3125,0.75,0.75,0.3808
"clean:rrf+expand[k10,mean,h2,a0.2]",0.4241,0.3624,0.3994,0.25,0.25,0.775,0.75,0.3816
"clean:rrf+expand[k10,mean,h2,a0.3]",0.432,0.3558,0.4015,0.275,0.25,0.75,0.6875,0.393
"clean:rrf+expand[k10,mean,h2,a0.5]",0.4173,0.3651,0.3964,0.25,0.25,0.75,0.6875,0.3851
"clean:rrf+expand[k10,mean,h2,a0.8]",0.4174,0.3437,0.3879,0.225,0.1875,0.725,0.625,0.3729
"clean:rrf+expand[k10,mean,h2,a1.2]",0.3648,0.3497,0.3588,0.2,0.25,0.725,0.625,0.339
"clean:rrf+expand[k10,mean,h2,a2.0]",0.352,0.2521,0.312,0.175,0.125,0.675,0.5625,0.3018
"clean:rrf+expand[k10,sym,h1,a0.02]",0.4847,0.37,0.4388,0.3,0.25,0.75,0.75,0.3654
"clean:rrf+expand[k10,sym,h1,a0.05]",0.4651,0.3713,0.4276,0.275,0.25,0.75,0.75,0.3657
"clean:rrf+expand[k10,sym,h1,a0.1]",0.4514,0.374,0.4205,0.275,0.25,0.75,0.75,0.374
"clean:rrf+expand[k10,sym,h1,a0.2]",0.4323,0.3569,0.4021,0.275,0.25,0.75,0.6875,0.3572
"clean:rrf+expand[k10,sym,h1,a0.3]",0.4325,0.3704,0.4077,0.275,0.25,0.725,0.6875,0.3781
"clean:rrf+expand[k10,sym,h1,a0.5]",0.383,0.3919,0.3866,0.25,0.3125,0.725,0.75,0.3543
"clean:rrf+expand[k10,sym,h1,a0.8]",0.3264,0.3114,0.3204,0.175,0.1875,0.7,0.6875,0.3056
"clean:rrf+expand[k10,sym,h1,a1.2]",0.2863,0.2044,0.2535,0.1,0.0625,0.6,0.5625,0.2345
"clean:rrf+expand[k10,sym,h1,a2.0]",0.2124,0.1789,0.199,0.05,0.0625,0.55,0.5,0.2008
"clean:rrf+expand[k10,sym,h2,a0.02]",0.508,0.3899,0.4607,0.35,0.3125,0.75,0.75,0.3873
"clean:rrf+expand[k10,sym,h2,a0.05]",0.492,0.4024,0.4562,0.325,0.3125,0.75,0.75,0.3915
"clean:rrf+expand[k10,sym,h2,a0.1]",0.4901,0.4062,0.4565,0.325,0.3125,0.75,0.75,0.3967
"clean:rrf+expand[k10,sym,h2,a0.2]",0.4752,0.3641,0.4308,0.3,0.25,0.775,0.75,0.4085
"clean:rrf+expand[k10,sym,h2,a0.3]",0.465,0.3689,0.4266,0.3,0.25,0.775,0.75,0.4083
"clean:rrf+expand[k10,sym,h2,a0.5]",0.4762,0.3627,0.4308,0.275,0.1875,0.75,0.6875,0.4251
"clean:rrf+expand[k10,sym,h2,a0.8]",0.4265,0.3779,0.4071,0.25,0.25,0.75,0.6875,0.4179
"clean:rrf+expand[k10,sym,h2,a1.2]",0.4085,0.3282,0.3764,0.2,0.1875,0.75,0.625,0.3859
"clean:rrf+expand[k10,sym,h2,a2.0]",0.3701,0.3462,0.3606,0.2,0.25,0.75,0.625,0.3672
"clean:rrf+expand[k30,sum,h1,a0.02]",0.4851,0.4003,0.4512,0.325,0.3125,0.75,0.75,0.3702
"clean:rrf+expand[k30,sum,h1,a0.05]",0.5109,0.433,0.4797,0.375,0.375,0.75,0.75,0.3917
"clean:rrf+expand[k30,sum,h1,a0.1]",0.5136,0.3693,0.4559,0.325,0.25,0.775,0.75,0.388
"clean:rrf+expand[k30,sum,h1,a0.2]",0.5091,0.3704,0.4536,0.325,0.25,0.775,0.6875,0.3952
"clean:rrf+expand[k30,sum,h1,a0.3]",0.5039,0.4274,0.4733,0.35,0.3125,0.775,0.75,0.4202
"clean:rrf+expand[k30,sum,h1,a0.5]",0.4812,0.4179,0.4559,0.325,0.3125,0.775,0.75,0.4184
"clean:rrf+expand[k30,sum,h1,a0.8]",0.4977,0.3294,0.4304,0.3,0.1875,0.725,0.6875,0.4341
"clean:rrf+expand[k30,sum,h1,a1.2]",0.483,0.3136,0.4152,0.3,0.1875,0.675,0.625,0.4247
"clean:rrf+expand[k30,sum,h1,a2.0]",0.381,0.2691,0.3363,0.2,0.1875,0.6,0.5,0.3587
"clean:rrf+expand[k30,sum,h2,a0.02]",0.4889,0.4325,0.4663,0.35,0.375,0.75,0.75,0.3785
"clean:rrf+expand[k30,sum,h2,a0.05]",0.5108,0.4044,0.4682,0.35,0.3125,0.75,0.75,0.3847
"clean:rrf+expand[k30,sum,h2,a0.1]",0.4964,0.3734,0.4472,0.3,0.25,0.75,0.75,0.3798
"clean:rrf+expand[k30,sum,h2,a0.2]",0.5111,0.3753,0.4568,0.325,0.25,0.75,0.75,0.3834
"clean:rrf+expand[k30,sum,h2,a0.3]",0.5195,0.3844,0.4655,0.325,0.25,0.725,0.75,0.4076
"clean:rrf+expand[k30,sum,h2,a0.5]",0.5153,0.398,0.4684,0.325,0.25,0.75,0.75,0.427
"clean:rrf+expand[k30,sum,h2,a0.8]",0.4406,0.39,0.4204,0.25,0.25,0.775,0.8125,0.4248
"clean:rrf+expand[k30,sum,h2,a1.2]",0.3813,0.3647,0.3746,0.2,0.25,0.725,0.75,0.4074
"clean:rrf+expand[k30,sum,h2,a2.0]",0.3548,0.3728,0.362,0.2,0.25,0.725,0.75,0.3761
"clean:rrf+expand[k30,mean,h1,a0.02]",0.5056,0.3997,0.4632,0.35,0.3125,0.75,0.75,0.3794
"clean:rrf+expand[k30,mean,h1,a0.05]",0.4854,0.4005,0.4514,0.325,0.3125,0.75,0.75,0.3724
"clean:rrf+expand[k30,mean,h1,a0.1]",0.4676,0.3987,0.44,0.325,0.3125,0.75,0.75,0.3766
"clean:rrf+expand[k30,mean,h1,a0.2]",0.4653,0.3832,0.4325,0.325,0.3125,0.775,0.75,0.3794
"clean:rrf+expand[k30,mean,h1,a0.3]",0.4569,0.3816,0.4268,0.325,0.3125,0.725,0.6875,0.384
"clean:rrf+expand[k30,mean,h1,a0.5]",0.4625,0.3642,0.4232,0.3,0.25,0.7,0.625,0.3716
"clean:rrf+expand[k30,mean,h1,a0.8]",0.4041,0.3042,0.3641,0.225,0.1875,0.6,0.5,0.3375
"clean:rrf+expand[k30,mean,h1,a1.2]",0.3765,0.2287,0.3173,0.2,0.125,0.575,0.5,0.2866
"clean:rrf+expand[k30,mean,h1,a2.0]",0.2726,0.1597,0.2275,0.1,0.0625,0.525,0.4375,0.1979
"clean:rrf+expand[k30,mean,h2,a0.02]",0.4927,0.3988,0.4552,0.35,0.3125,0.75,0.75,0.3771
"clean:rrf+expand[k30,mean,h2,a0.05]",0.5008,0.4309,0.4728,0.375,0.375,0.75,0.75,0.3862
"clean:rrf+expand[k30,mean,h2,a0.1]",0.485,0.4313,0.4635,0.35,0.375,0.75,0.75,0.3935
"clean:rrf+expand[k30,mean,h2,a0.2]",0.4592,0.3942,0.4332,0.325,0.3125,0.75,0.6875,0.3945
"clean:rrf+expand[k30,mean,h2,a0.3]",0.4421,0.3561,0.4077,0.275,0.25,0.75,0.6875,0.3889
"clean:rrf+expand[k30,mean,h2,a0.5]",0.4478,0.3602,0.4127,0.275,0.25,0.75,0.6875,0.3917
"clean:rrf+expand[k30,mean,h2,a0.8]",0.4188,0.3094,0.375,0.225,0.1875,0.725,0.625,0.3751
"clean:rrf+expand[k30,mean,h2,a1.2]",0.3808,0.261,0.3329,0.175,0.125,0.675,0.625,0.332
"clean:rrf+expand[k30,mean,h2,a2.0]",0.3466,0.2285,0.2994,0.125,0.0625,0.675,0.625,0.2825
"clean:rrf+expand[k30,sym,h1,a0.02]",0.5056,0.3997,0.4632,0.35,0.3125,0.75,0.75,0.3794
"clean:rrf+expand[k30,sym,h1,a0.05]",0.4856,0.4005,0.4516,0.325,0.3125,0.75,0.75,0.3724
"clean:rrf+expand[k30,sym,h1,a0.1]",0.4742,0.4019,0.4453,0.325,0.3125,0.775,0.75,0.3854
"clean:rrf+expand[k30,sym,h1,a0.2]",0.4811,0.3822,0.4415,0.35,0.3125,0.725,0.6875,0.3816
